"komentar","label"
"Di lingkungan saya, polisi kadang berkeliling menjelang malam. Biasanya hanya satu kali putaran","netral"
"Saya sempat ke kantor polisi untuk bertanya soal syarat pengurusan surat. Semua dijawab sesuai prosedur, tapi singkat","netral"
"Polisi hadir di acara jalan sehat kampung, tapi hanya berdiri di sisi jalan untuk memantau","netral"
"Ketika hujan deras, saya lihat petugas polisi membantu mengatur lalu lintas meski tanpa banyak bicara","netral"
"Polisi mendampingi warga saat simulasi bencana di desa, tapi lebih banyak mengamati dari belakang","netral"
"Ada spanduk himbauan keamanan dari polisi di gapura kampung, sudah lama tidak diganti","netral"
"Saya sangat terbantu saat motor saya mogok di jalan dan polisi patroli langsung datang membantu dorong ke pinggir","positif"
"Pelayanan di kantor polisi kini jauh lebih ramah dan tertib dibanding beberapa tahun lalu. Salut!","positif"
"Saya pernah kehilangan anak di pasar, dan polisi langsung bantu keliling hingga akhirnya ketemu","positif"
"Kehadiran polisi di lokasi banjir sangat sigap dalam membantu evakuasi warga lansia dan anak-anak","positif"
"Saat saya mengalami tabrakan kecil, polisi membantu mediasi dengan baik dan tenang","positif"
"Akhir-akhir ini lebih banyak sosialisasi dari polisi tentang pentingnya keamanan digital. Langkah yang bagus!","positif"
"Terima kasih kepada polisi yang berjaga di tempat ibadah selama hari besar keagamaan. Kami merasa aman","positif"
"Polisi yang bertugas di jalan tol cepat tanggap membantu saat mobil kami bocor ban. Profesional sekali","positif"
"Saya ikut program vaksinasi yang difasilitasi Polri. Pelayanannya cepat dan rapi","positif"
"Polisi di desa kami sering ikut kerja bakti bersama warga. Jadi makin akrab dan dihormati","positif"
"Saya apresiasi langkah Polri dalam menangani isu penipuan online. Edukasinya menyentuh hingga tingkat RT","positif"
"Polisi mengawal ambulans saat jalanan padat, itu sangat membantu pasien yang kritis","positif"
"Saya pernah menghubungi call center polisi karena gangguan malam hari, dan mereka segera kirim petugas","positif"
"Pengaturan lalu lintas saat malam tahun baru oleh polisi sangat rapi dan terorganisir","positif"
"Saya merasa terbantu dengan kehadiran polisi di taman kota yang ramai pengunjung. Anak-anak bisa bermain lebih tenang","positif"
"Penyuluhan bahaya narkoba dari polisi di sekolah sangat informatif dan dibawakan dengan cara yang menarik","positif"
"Saya merasa bangga saat melihat polisi ikut bantu pelajar menyebrang jalan saat jam pulang sekolah","positif"
"Waktu ada orang pingsan di jalan, polisi langsung bantu dan panggil ambulans. Aksi kemanusiaannya patut diacungi jempol","positif"
"Saya berterima kasih atas patroli rutin di lingkungan perumahan kami. Lingkungan jadi terasa lebih aman","positif"
"Program Polisi RW sangat bagus, kami jadi punya akses langsung untuk menyampaikan keluhan","positif"
"Polisi lalu lintas membantu mengatur rombongan pengantar jenazah kami dengan sangat sopan dan efektif","positif"
"Saya sempat takut mengurus laporan, tapi petugas sangat sabar dan membantu menjelaskan semua prosedurnya","positif"
"Kegiatan Jumat Berkah dari polisi yang berbagi makanan ke tukang ojek dan lansia sangat menyentuh","positif"
"Terima kasih kepada polisi yang selalu sigap hadir saat ada kecelakaan kecil di jalur cepat","positif"
"Saya mengapresiasi inovasi layanan online dari Polri, membuat urusan jadi jauh lebih mudah dan efisien","positif"
"Saya pernah melihat polisi berdiri di lampu merah tapi tidak selalu memberi aba-aba","netral"
"Waktu saya ke kantor polisi, saya diarahkan dari satu loket ke loket lain untuk melengkapi berkas","netral"
"Saat ada kecelakaan kecil, polisi datang tapi tidak langsung melakukan tindakan, hanya menunggu ambulans","netral"
"Polisi berjaga di depan stadion selama pertandingan sepak bola, tapi hanya terlihat memantau dari kejauhan","netral"
"Saya pernah melihat polisi mengawasi kegiatan malam takbiran dari motor patrolinya","netral"
"Polisi hadir saat demo mahasiswa, tapi hanya berjaga tanpa berkomentar","netral"
"Di desa saya, polisi datang saat malam takbiran untuk memantau jalan dan lalu lintas","netral"
"Polisi ikut ronda di kampung seminggu sekali, biasanya hanya berputar sebentar lalu pulang","netral"
"Polisi tampak mendampingi pegawai kelurahan saat pendataan bantuan sosial","netral"
"Saat saya mengantar SIM C, saya diarahkan untuk tes teori terlebih dahulu","netral"
"Saya pernah menunggu cukup lama di ruang tunggu kantor polisi meski tidak banyak antrean","netral"
"Polisi datang saat kebakaran rumah warga, tapi hanya menjaga agar orang tidak mendekat","netral"
"Ada baliho besar dari kepolisian tentang bahaya hoaks di pinggir jalan kota","netral"
"Polisi di pos keamanan tampak berjaga saat malam Natal, tidak terlihat berinteraksi dengan pengunjung","netral"
"Saya pernah melihat polisi berdiri di perempatan lampu merah tanpa mengatur lalu lintas","netral"
"Polisi memantau kegiatan donor darah di kantor desa, tapi tidak ikut serta","netral"
"Saat ada konser, polisi berdiri di dekat panggung tanpa berinteraksi dengan penonton","netral"
"Polisi keliling kampung pakai mobil sambil membunyikan sirene pelan, mungkin patroli rutin","netral"
"Saya melihat polisi mendampingi pengangkutan logistik pemilu, hanya mengawasi proses","netral"
"Ada beberapa petugas polisi di terminal bus saat musim liburan, hanya berdiri dan memantau","netral"
"Saya pernah lewat pos pengamanan polisi di jalan tol, tapi tidak ada yang memeriksa kendaraan","netral"
"Polisi hadir saat senam pagi di alun-alun, tapi hanya berjaga di sisi luar lapangan","netral"
"Saya pernah lapor kehilangan barang dan diarahkan ke petugas SPKT, prosesnya sesuai alur","netral"
"Saat ada kegiatan jalan sehat, polisi hadir hanya untuk buka-tutup jalan","netral"
"Polisi kadang datang ke sekolah anak saya untuk memberikan pengarahan singkat soal keselamatan jalan","netral"
"Saya melihat polisi memantau jalur mudik, berdiri di pinggir jalan dekat tenda pengamanan","netral"
"Polisi mendampingi relawan saat pembagian masker gratis, tapi tidak terlibat langsung","netral"
"Saya melihat mobil patroli berhenti di taman kota sebentar, lalu jalan lagi tanpa turun","netral"
"Pos polisi dekat pasar selalu buka pagi hari, tapi tidak semua petugas tampak aktif","netral"
"Polisi hadir di pemakaman tokoh masyarakat untuk pengamanan, tapi hanya berjaga di luar pagar","netral"
"Saat ada arak-arakan budaya, polisi membantu mengatur lalu lintas di persimpangan jalan","netral"
"Polisi tampak mengawasi lalu lintas saat jam pulang sekolah, berdiri tanpa bicara","netral"
"Saya melihat polisi berfoto dengan warga usai kegiatan lomba Agustusan, lalu pergi","netral"
"Polisi kadang parkir motor di depan minimarket saat malam, mungkin sedang patroli","netral"
"Waktu bencana angin puting beliung, polisi datang membantu evakuasi barang, tidak banyak bicara","netral"
"Saya lihat polisi berjaga di sekitar TPS saat pemilu, tapi tidak mengganggu proses pemungutan suara","netral"
"Polisi datang ke desa saat ada tawuran antarwarga, lalu menenangkan situasi tanpa bicara banyak","netral"
"Saat malam pergantian tahun, polisi terlihat berjaga di bundaran kota bersama TNI","netral"
"Saya sempat melihat polisi ikut rapat RT untuk mendengarkan aspirasi warga","netral"
"Polisi sering berdiri di pintu keluar terminal, tampaknya hanya untuk pengawasan","netral"
"Saat ada tenda vaksinasi di alun-alun, ada dua polisi berdiri di dekat pintu masuk","netral"
"Saya pernah lihat polisi duduk di pos keamanan di dekat halte, tidak terlihat aktivitas lain","netral"
"Polisi hadir saat pembagian sembako di desa, hanya mengatur antrean","netral"
"Saat hujan deras dan banjir kecil, polisi datang tapi hanya membantu arahkan lalu lintas","netral"
"Polisi mendampingi tim medis saat vaksinasi door-to-door ke warga lansia","netral"
"Saya melihat polisi berjalan kaki di pasar saat pagi, mungkin bagian dari patroli biasa","netral"
"Polisi memantau pelaksanaan salat Idul Fitri di lapangan desa, hanya berjaga dari jarak jauh","netral"
"Waktu ada pertandingan bola, polisi terlihat berjaga di luar stadion, tidak ikut ke dalam","netral"
"Saya pernah lapor soal gangguan suara dari tetangga, dan polisi mencatat tapi tidak langsung bertindak","netral"
"Polisi hadir saat kerja bakti kampung, tapi hanya mendampingi kegiatan dari jauh","netral"
"Lapor kehilangan motor, tapi responsnya lambat dan terkesan tidak ada tindak lanjut","negatif"
"Petugas di kantor polisi terlihat lebih sibuk bermain ponsel daripada melayani masyarakat","negatif"
"Proses tilang manual masih terjadi meski sudah ada sistem elektronik. Bingung aturannya","negatif"
"Ada oknum yang meminta uang untuk mempercepat pembuatan laporan. Sangat mengecewakan","negatif"
"Polisi sering terlihat di jalan hanya saat operasi razia, tapi jarang saat warga butuh bantuan","negatif"
"Sikap beberapa petugas di lapangan masih kasar saat menegur pengendara","negatif"
"Saya sudah lapor pencurian sejak seminggu lalu, tapi belum ada tindak lanjut sampai sekarang","negatif"
"Saat tanya arah di pos polisi, petugas tidak merespon dengan ramah. Malah seperti enggan membantu","negatif"
"Beberapa polisi parkir kendaraan dinas di sembarang tempat, tidak memberi contoh yang baik","negatif"
"Razia kendaraan sering dilakukan di titik-titik yang rawan kemacetan, bukannya membantu malah bikin macet","negatif"
"Ada petugas yang terlihat merokok saat bertugas di pinggir jalan. Kurang profesional","negatif"
"Penanganan kasus kekerasan domestik terkesan lambat dan tidak serius","negatif"
"Sering kali laporan warga hanya dianggap angin lalu oleh petugas yang berjaga","negatif"
"Pernah diminta datang berkali-kali ke kantor polisi untuk urusan laporan yang sebenarnya bisa diselesaikan cepat","negatif"
"Saat ada kerusuhan kecil di lingkungan saya, polisi datang terlambat setelah warga sendiri meredakan situasi","negatif"
"Beberapa petugas tampak tidak sigap saat diminta bantu evakuasi saat banjir lokal","negatif"
"Komunikasi antar petugas terlihat tidak solid. Satu bilang A, satu lagi bilang B","negatif"
"Ada oknum yang sering memanfaatkan posisi untuk menakut-nakuti warga kecil","negatif"
"Saat terjadi pencurian ringan, warga malah disarankan menyelesaikan sendiri. Lalu apa gunanya laporan?","negatif"
"Masih ada budaya pungli dalam proses pelayanan di beberapa daerah","negatif"
"Kurangnya transparansi dalam menangani kasus yang melibatkan aparat sendiri","negatif"
"Saya melihat beberapa petugas tertidur di pos jaga saat malam hari","negatif"
"Ada kesan pilih kasih dalam penanganan kasus hukum, tergantung siapa yang melapor","negatif"
"Saya merasa diintimidasi saat diperiksa, padahal saya kooperatif dan tidak melakukan pelanggaran","negatif"
"Petugas sering lambat merespon panggilan darurat dari masyarakat","negatif"
"Banyak polisi yang hanya berani tegas ke rakyat kecil, tapi bungkam saat hadapi pelanggar besar","negatif"
"Pelayanan di kantor polisi kadang seperti tidak punya sistem. Tidak jelas harus ke siapa","negatif"
"Ada petugas yang tidak memakai seragam dengan rapi dan tampak malas saat bertugas","negatif"
"Saya pernah diminta mengulang laporan karena katanya 'salah format'. Padahal sudah sesuai arahan","negatif"
"Polisi kadang seperti tidak netral saat mengamankan aksi demonstrasi","negatif"
"Saya melihat polisi berjaga di dekat rel kereta saat jam padat kendaraan","netral"
"Ada mobil patroli yang lewat di jalan komplek sekitar pukul 10 malam","netral"
"Polisi ikut hadir di kegiatan posyandu tapi hanya sebagai pengamat","netral"
"Saat malam tahun baru, polisi terlihat di beberapa titik jalan besar","netral"
"Saya pernah melihat polisi membantu mengatur arus saat lampu lalu lintas mati","netral"
"Polisi mendampingi petugas Dinas Sosial saat pembagian bantuan tunai","netral"
"Di sekitar area CFD, ada pos polisi yang terbuka setiap minggu pagi","netral"
"Beberapa polisi terlihat duduk di warung saat sore menjelang malam","netral"
"Saat pelaksanaan ujian nasional, polisi ikut mengawal distribusi soal","netral"
"Di dekat sekolah anak saya, ada petugas polisi yang berjaga tiap pagi","netral"
"Saya melihat patroli motor polisi melewati daerah pinggiran kota saat sore","netral"
"Polisi tampak berjaga di dekat SPBU saat terjadi antrean panjang","netral"
"Di pos lebaran, saya lihat ada 2 polisi duduk sambil memantau kendaraan","netral"
"Polisi tampak memeriksa kendaraan logistik yang masuk ke pasar","netral"
"Ada petugas polisi yang mendampingi penyuluhan Kamtibmas di balai warga","netral"
"Polisi terlihat ikut baris dalam upacara 17-an bersama ASN","netral"
"Saya lihat polisi mengawasi aktivitas warga dari kejauhan saat malam minggu","netral"
"Polisi membantu membagikan brosur keselamatan berkendara di lampu merah","netral"
"Saat pemadaman listrik besar, polisi berjaga di beberapa titik ramai","netral"
"Polisi ikut serta dalam upaya pencarian korban hilang di sungai","netral"
"Di acara pernikahan pejabat desa, terlihat beberapa polisi menjaga lokasi","netral"
"Polisi membantu mengarahkan kendaraan parkir saat acara sekolah","netral"
"Saya lihat polisi berjalan kaki mengelilingi pasar tradisional","netral"
"Polisi hadir di rapat koordinasi penanganan stunting tingkat kelurahan","netral"
"Beberapa polisi tampak berdiri di pinggir jalan tanpa banyak interaksi","netral"
"Polisi duduk di depan masjid besar saat malam Ramadhan, tidak berkeliling","netral"
"Saya lihat polisi sedang diskusi dengan Linmas di balai desa","netral"
"Mobil patroli berhenti sebentar di depan rumah sakit, lalu lanjut jalan","netral"
"Polisi terlihat bersepeda bersama komunitas olahraga saat Minggu pagi","netral"
"Di depan mall, ada petugas polisi yang berjaga dari pukul 10 pagi sampai sore","netral"
"Polisi terlihat memasang spanduk imbauan tertib lalu lintas di pinggir jalan","netral"
"Saya melihat petugas menulis laporan di meja pos pinggir jalan tanpa banyak bicara","netral"
"Polisi duduk bersama perangkat desa saat kegiatan penyuluhan hukum","netral"
"Saat acara lomba desa, polisi hadir tapi hanya berdiri mengamati kerumunan","netral"
"Polisi sesekali terlihat mampir ke warung warga untuk ngobrol ringan","netral"
"Saya melihat dua petugas polisi mencatat plat kendaraan di area parkir liar","netral"
"Polisi ikut mendampingi pengukuran ulang tanah oleh BPN di desa","netral"
"Saat listrik padam, polisi berdiri di perempatan untuk arahkan kendaraan","netral"
"Polisi membantu menjaga keamanan bazar malam Ramadhan di alun-alun","netral"
"Polisi terlihat menempelkan pengumuman di papan informasi desa","netral"
"Petugas polisi hadir di acara sunatan massal, hanya memantau","netral"
"Saat ada pawai budaya, polisi berjaga di sisi jalan tanpa masuk ke kerumunan","netral"
"Polisi tampak membantu pembukaan jalan saat ada truk mogok di tanjakan","netral"
"Polisi sesekali mengatur jalan alternatif saat terjadi perbaikan jalan utama","netral"
"Polisi terlihat ikut rapat koordinasi dengan pihak kecamatan dan desa","netral"
"Saya melihat petugas membawa pengeras suara dan membacakan imbauan keliling kampung","netral"
"Di pelataran parkir stadion, beberapa polisi terlihat mencatat kendaraan pengunjung","netral"
"Polisi hadir dalam pelatihan tanggap bencana yang diadakan BPBD","netral"
"Saat acara donor darah, polisi hanya hadir sebagai peserta pasif","netral"
"Di terminal bis, polisi duduk memantau aktivitas penumpang keluar masuk","netral"
"Terima kasih polisi sudah membantu saat banjir kemarin","positif"
"SIM sekarang bisa dibuat dengan lebih cepat, mantap!","positif"
"Polisi cepat tanggap saat kecelakaan terjadi di dekat rumah","positif"
"Penanganan kasus saya cukup memuaskan, profesional","positif"
"Polisi ramah saat saya lapor kehilangan dompet","positif"
"Terima kasih sudah menjaga lalu lintas saat Idul Fitri","positif"
"Polisi datang tepat waktu saat saya butuh bantuan","positif"
"Patroli malam membuat lingkungan terasa lebih aman","positif"
"Respons call center cepat, tidak bertele-tele","positif"
"Pelayanan di Satpas makin rapi dan teratur sekarang","positif"
"Polisi sangat membantu saat evakuasi warga","positif"
"Pendekatan humanis polisi di acara desa patut diapresiasi","positif"
"Saya terbantu saat pengawalan ambulans, terima kasih","positif"
"Pos polisi aktif selama musim mudik, sangat berguna","positif"
"Polisi bantu menenangkan warga saat kebakaran","positif"
"Sosialisasi anti-narkoba di sekolah sangat bagus","positif"
"Polisi sopan dan santun waktu razia kendaraan","positif"
"Anak saya senang ikut program Polisi Sahabat Anak","positif"
"Penanganan unjuk rasa berjalan damai, salut!","positif"
"Pelayanan SKCK sekarang lebih efisien dari sebelumnya","positif"
"Polisi hadir setiap acara besar, bikin tenang","positif"
"Terima kasih sudah bantu arahkan kendaraan saat macet","positif"
"Proaktif dalam patroli wilayah perumahan","positif"
"Polisi ramah saat saya tanya arah","positif"
"Aman saat konvoi karena ada pengawalan polisi","positif"
"Polisi rajin edukasi warga soal keselamatan jalan","positif"
"Saya merasa lebih tenang karena sering lihat patroli","positif"
"SIM saya hilang, proses buat ulang cepat dan mudah","positif"
"Pengamanan oleh polisi pada kegiatan lomba desa berjalan rapi","positif"
"Polisi bantu pengamanan hajatan keluarga saya","positif"
"Ramah saat memberi pengarahan saat operasi lalu lintas","positif"
"Bersyukur polisi cepat tanggap saat bencana","positif"
"Edukasi hukum di kampung sangat bermanfaat","positif"
"Respectt saat kegiatan malam Ramadhan, polisi berjaga nonstop","positif"
"Polisi sigap saat ada pohon tumbang di jalan raya","positif"
"Terima kasih sudah bantu warga saat banjir bandang","positif"
"Aksi pengamanan malam tahun baru tertib dan aman","positif"
"Anak-anak senang diajak kenalan dengan polisi","positif"
"Penangananpolisi pada kasus tertentu sudah cepat dan komunikatif","positif"
"Polisi aktif dalam penyuluhan kekerasan dalam rumah tangga","positif"
"Terbantu saat ada pengawalan jenazah dari luar kota","positif"
"Polisi langsung merespons laporan kehilangan HP saya","positif"
"Aman saat salat Id karena pengamanan yang baik","positif"
"Saya merasa lebih tenang sejak polisi sering keliling","positif"
"Ada perbaikan nyata dalam pelayanan publik","positif"
"Polisi bantu buka jalan saat macet total di tol","positif"
"Mantap polisi ramah dan sabar saat melayani warga lanjut usia","positif"
"Program Jumat Curhat yang diselenggarakan polisi sangat bermanfaat","positif"
"Senang lihat polisi ikut bersih-bersih lingkungan","positif"
"Maju terus kepolisian indonesiaa!","positif"
"Saya lihat polisi sedang mengatur lalu lintas pagi tadi","netral"
"Ada patroli motor lewat depan rumah sekitar jam 9 malam","netral"
"Polisi berdiri di perempatan dekat pasar sejak pagi","netral"
"Saya lihat polisi berjaga di depan sekolah setiap pagi","netral"
"Mobil patroli berhenti sebentar di warung pinggir jalan","netral"
"Polisi terlihat berdiskusi dengan petugas Dishub di simpang empat","netral"
"Saya lihat polisi mencatat plat nomor kendaraan yang parkir sembarangan","netral"
"Polisi sempat mengatur lalu lintas saat lampu merah mati","netral"
"Polisi memantau situasi saat pertandingan sepak bola di stadion","netral"
"Ada petugas polisi yang lewat saat saya sedang jogging di taman","netral"
"Polisi membagikan brosur lalu lintas di lampu merah","netral"
"Saya sempat berpapasan dengan polisi yang sedang patroli jalan kaki","netral"
"Ada polisi yang berjaga di tempat ibadah saat hari besar agama","netral"
"Polisi ikut memantau proses pendataan ulang warga oleh RT","netral"
"Petugas terlihat memantau dari kejauhan saat ada acara konser kecil","netral"
"Polisi berada di depan gedung pemerintahan saat rapat daerah berlangsung","netral"
"Saat pemilu, polisi berjaga di TPS sampai penghitungan selesai","netral"
"Polisi hanya berdiri di pinggir jalan saat ada aksi damai","netral"
"Polisi terlihat memotret situasi lalu lintas dari pinggir jalan","netral"
"Polisi hadir saat kegiatan gotong royong tapi tidak ikut turun langsung","netral"
"Polisi terlihat memantau kondisi pasar tanpa banyak interaksi","netral"
"Polisi membantu membuka jalan untuk mobil besar yang mogok","netral"
"Polisi terlihat mendampingi petugas PLN saat perbaikan kabel","netral"
"Polisi terlihat berjaga di area parkir mall saat weekend","netral"
"Polisi berjaga di dekat pom bensin yang antre panjang","netral"
"Polisi tampak berbicara dengan supir truk di pinggir jalan tol","netral"
"Saya lihat polisi menyalakan lampu strobo di perempatan ramai","netral"
"Polisi memeriksa kendaraan besar di jalan utama kota","netral"
"Polisi terlihat diam di pos pantau selama hujan deras","netral"
"Polisi membantu arahkan truk besar saat parkir di tepi jalan","netral"
"Polisi memeriksa lampu lalu lintas yang tiba-tiba mati","netral"
"Polisi mendampingi tim medis di acara pemeriksaan gratis","netral"
"Polisi terlihat memantau jalur sepeda dari mobil patroli","netral"
"Polisi mengamati situasi dari atas motor di pinggir jalan","netral"
"Polisi terlihat diam di dekat halte, mungkin sedang memantau","netral"
"Polisi terlihat parkir di pinggir jalan sambil memantau situasi","netral"
"Saya lihat polisi hadir di masjid saat salat Jumat tapi tidak masuk","netral"
"Polisi sempat terlihat mencatat plat motor di pinggir jalan","netral"
"Petugas terlihat memeriksa dokumen sopir angkot, lalu pergi","netral"
"Polisi sempat keliling kompleks siang hari lalu keluar lagi","netral"
"Saya lihat polisi hanya menonton saat warga melakukan kerja bakti","netral"
"Mobil patroli muter-muter di sekitar kompleks tiap sore","netral"
"Polisi terlihat mendampingi ambulans keluar dari RS","netral"
"Polisi memarkirkan kendaraannya di dekat pos lantas lalu duduk di bangku taman","netral"
"Saya melihat polisi sedang mencatat sesuatu di buku laporan sambil berdiri di depan pos kecil","netral"
"Polisi tampak hadir di sekitar area taman kota sore ini, mungkin hanya sedang patroli biasa","netral"
"Polisi terlihat membantu memindahkan barikade jalan di acara car free day minggu pagi","netral"
"Saya sempat melihat polisi memegang kamera dan memotret kondisi jalan yang sedang diperbaiki","netral"
"Ada dua orang polisi yang duduk di kursi taman sambil memperhatikan lalu lintas","netral"
"Petugas polisi terlihat berdiri di pos pengamanan dekat stasiun kereta api","netral"
"Dua orang polisi sedang berbicara dengan petugas parkir di depan pusat perbelanjaan","netral"
"Mobil polisi berhenti sebentar di dekat SPBU sebelum melanjutkan perjalanan","netral"
"Polisi datang ke lokasi bazar rakyat tanpa memberikan pengumuman apa pun","netral"
"Saya melihat dua polisi sedang memeriksa surat kendaraan salah satu sopir angkot","netral"
"Polisi berdiri di bawah pohon rindang sambil mengamati kendaraan yang lewat","netral"
"Polisi hadir saat warga menggelar senam pagi, tetapi tidak berpartisipasi.","netral"
"Saya melihat dua polisi berjalan kaki menyusuri area pasar tradisional","netral"
"Polisi duduk di pos keamanan sambil berbincang melalui alat komunikasi","netral"
"Polisi terlihat mengamati situasi saat hujan turun deras di jalan utama","netral"
"Petugas kepolisian membantu memindahkan motor yang mogok dari tengah jalan","netral"
"Polisi memeriksa kabel yang terjuntai di dekat lampu lalu lintas","netral"
"Saya melihat dua polisi berbicara dengan petugas dinas kebersihan","netral"
"Tadi pagi ada polisi lewat depan rumah naik motor, kayaknya patroli biasa","netral"
"Di depan masjid tadi ada polisi berdiri doang sambil mantau jalan","netral"
"Polisinya cuma ngeliatin kendaraan dari pinggir jalan, ga nyetop siapa-siapa","netral"
"Polisi lagi liat-liat orang yang keluar dari stasiun, mungkin ngecek aja","netral"
"Ada polisi yang ngelewatin gang kecil pake motor trail","netral"
"Pas jam pulang kantor, ada polisi berdiri doang di dekat lampu merah","netral"
"Polisi keliling jalan utama pake motor, tapi nggak nyetop kendaraan","netral"
"Polisi kerjanya kadang pagi kadang malem kadang ga kerja sama sekali","netral"
